Delete_Lag,Correlation
1,0.05010088977587543
2,0.06018879199579227
3,0.05277276027224229
4,0.07048826159983032
5,0.07892781926776574
6,0.08471540000920925
7,0.05494214592463543
8,0.09324838557076667
9,0.01390312870575079
10,0.08123564648029277
11,0.054896762761845845
12,0.09702128873344659
13,0.06321833949184984
14,0.064975872163956
15,0.07587973397161808
16,0.05059425522701828
17,0.052694877287200535
18,0.10211046039904675
19,0.05397462953433199
20,0.04940055760430263
21,0.036506089787336785
22,0.06313466195962461
23,0.10102763650137123
24,0.052127336553610064
25,0.09916559465341415
26,0.067730236025571
27,0.03754566921930923
28,0.05753761048978963
29,0.05777229183597697
30,0.05942912845637587
31,0.05111496480273779
32,0.041537632273972905
33,0.07042588643766858
34,0.06620839950184713
35,0.04210949210827117
36,0.09886168795663092
37,0.06065229949466711
38,0.07887890039782548
39,0.07243414915829699
40,0.06184168888410355
41,0.0630417983514726
42,0.04375574040957633
43,0.07305338242746001
44,0.023603088378238372
45,0.05478228299381707
46,0.05249710103531345
47,0.08833413165871698
48,0.02032302220681572
49,0.07611831725253934
50,0.04159074811150067
51,0.06032223374457345
52,0.0657870277246279
53,0.0777296073723304
54,0.0444078116011101
55,0.04940806889734617
56,0.05480190357612461
57,0.0706759335743306
58,0.07669746048656295
59,0.047628120517286765
60,0.060244287747582705
61,0.062014388883301956
62,0.025608499582097353
63,0.04968990499975679
64,0.08071068505382935
65,0.0719017538887024
66,0.03920517876842938
67,0.038885938517817714
68,0.048378593707178195
69,0.024807470865568282
70,0.044220446924431736
71,0.04479257704324344
72,0.05372937859042731
73,0.04974388783532414
74,0.051441334494349455
75,0.09647984786819136
76,0.03312600497916228
77,0.0201068251284758
78,0.030841679023662118
79,0.05315028984815083
80,0.0366857180003393
81,0.04735215715184547
82,0.04706238448125606
83,0.04714650625661791
84,-0.004695945888630233
85,0.02446198950930322
86,0.0709678405039914
87,0.05783478123313996
88,0.03137516322145419
89,0.03924718046622754
90,0.06285257177384493
91,0.044213510967109355
92,0.02236404751891042
93,0.053846935741560006
94,0.05134799180397428
95,0.010599389675720867
96,0.031134399592125304
97,0.05635845373168734
98,0.04775454547970929
99,0.03667319278681259
100,0.05819381501610618
101,0.02072274064766021
102,0.012058657855444641
103,0.02435970669021484
104,0.04456522092233503
105,0.00554510793799431
106,0.028327566349813517
107,0.028996508092258063
108,0.03696012462524071
109,0.06770982256263815
110,0.03602080731221592
111,0.02402420943280744
112,0.02699851437578509
113,0.040134326444890636
114,0.05098938825562692
115,0.022626506959244203
116,0.056647968820766066
117,0.00769080213801001
118,0.05165751004887243
119,0.078403984841699
120,0.02554723638850699
121,0.012791331516333049
122,0.05118755064297137
123,-0.004078250237405244
124,0.07838366028874263
125,0.05597099185543029
126,0.009281195867265385
127,0.03359626273323756
128,0.03908810056332426
129,0.022341351992750353
130,0.02536205114735744
131,0.03884076119447057
132,0.06516804554498407
133,0.04776304133829161
134,0.02586445010342498
135,0.026807902595394544
136,0.02793181291086618
137,0.03326437483413954
138,0.05031740591516701
139,0.032871028422200424
140,0.037351875356961016
141,0.019283806336182478
142,0.00243589275923373
143,0.05013233591269462
144,-0.011432621974293341
145,0.005822290502135978
146,0.03319264846805735
147,0.04518195729500858
148,-0.012391254873632105
149,-0.0038203695614881733
150,0.05583760339349415
151,0.02107580096656265
152,0.04259535249578625
153,0.032175996309531336
154,0.027078636767829296
155,0.05888742814704306
156,-0.024333243770968006
157,0.01213966904419027
158,0.04181562947323005
159,0.013556749641172644
160,0.033492156751652964
161,0.039661675947169975
162,0.04106262123244278
163,0.055473790212776944
164,0.017734845827865
165,0.06798338334890135
166,-0.014665253598279462
167,0.05161074041461435
168,0.011880715001959034
169,0.01919076424918442
170,-0.007676453128862564
171,0.04457789801361536
172,0.010606202852073155
173,0.035519804216525654
174,0.01726684383653721
175,0.018599948608334863
176,0.0077565904091734745
177,0.007723953239154367
178,0.03599668047555217
179,0.022662525786891378
