Delete_Lag,Correlation
1,0.13287012230939824
2,0.11728525140168194
3,0.12705034253384598
4,0.1660215053813087
5,0.1422799894879111
6,0.13480264200918174
7,0.1311507557132318
8,0.1485343813713763
9,0.1196822368273874
10,0.11006840151971878
11,0.13926318253194697
12,0.11743970148838914
13,0.13764798909189846
14,0.1259620967639381
15,0.12866286778339184
16,0.1271427985700704
17,0.12502956706694632
18,0.10222277022159834
19,0.12862790114282294
20,0.1449614710575219
21,0.11762773140943579
22,0.11762432024789088
23,0.10569466444397581
24,0.12390627172606933
25,0.11910028375202132
26,0.13542177570154337
27,0.10980151770535258
28,0.1530405731192034
29,0.07993413440313951
30,0.1281334549234524
31,0.10099287275197716
32,0.1272252685287707
33,0.09141470161144315
34,0.11602810276000704
35,0.0993678206288791
36,0.13343982792553305
37,0.11097940852844215
38,0.1318498025358252
39,0.11312298880981556
40,0.13107566581051996
41,0.111479643439761
42,0.12655480334023012
43,0.08364240789319646
44,0.10330376085015464
45,0.08150548534286448
46,0.11195165900407857
47,0.10265768360101084
48,0.12366446639951714
49,0.1001069164338127
50,0.0864339926616465
51,0.10238482378041015
52,0.12709458624891243
53,0.09757552960540859
54,0.10402110709046465
55,0.12946609600900655
56,0.10236947733088787
57,0.07061026178304754
58,0.09844245939424447
59,0.08501931933766023
60,0.10274593371640123
61,0.09415272020352226
62,0.07949213226221448
63,0.07471549576778619
64,0.10138546475224904
65,0.08280786000386377
66,0.09628051158611206
67,0.11380037609167758
68,0.07729163381301696
69,0.09719871450842395
70,0.07709699200909975
71,0.09733288424810281
72,0.07544319556303247
73,0.08638602699787731
74,0.08870857252681899
75,0.0970271492708908
76,0.12250768984112029
77,0.09528364150805861
78,0.10461874658386182
79,0.10150335135563479
80,0.10178428593292821
81,0.03190498804650242
82,0.09812112392827706
83,0.09376316773509637
84,0.08458546617556029
85,0.06720593409581603
86,0.06500428828894729
87,0.07677390929531254
88,0.06802281256166214
89,0.08315668291855566
90,0.11841470741022801
91,0.12096902841616962
92,0.08955894928069871
93,0.060603201135978536
94,0.09006474698801138
95,0.05180166339872568
96,0.05481847075838495
97,0.11213801947501748
98,0.07834842375879093
99,0.07673785602427156
100,0.08183993794153192
101,0.09716607361001096
102,0.09208695568601684
103,0.09068231313431292
104,0.07769244290115779
105,0.07625128156088977
106,0.08352281642992147
107,0.10633986204262547
108,0.046496618494148136
109,0.056781459479731976
110,0.10321322864929272
111,0.08084294790851732
112,0.05729657624578028
113,0.08940740239241089
114,0.07710421433584833
115,0.106785397722224
116,0.06232319916814046
117,0.0755713100569979
118,0.0859410341721499
119,0.06802890956092902
120,0.03882886564011151
121,0.06823205340341855
122,0.08101862258387983
123,0.044732516713597285
124,0.07081238975695721
125,0.062448425169703496
126,0.05395647613580989
127,0.046690991610485774
128,0.05718909752308679
129,0.08088934152791456
130,0.07530785972271917
131,0.08275374912816066
132,0.05623223202096985
133,0.027706634870681226
134,0.06972159488644952
135,0.06603041584345312
136,0.042497741537871704
137,0.056109555869725776
138,0.07437769942456857
139,0.08024451671237506
140,0.07228881883628095
141,0.039397086006210676
142,0.05495382009363089
143,0.089167719115262
144,0.062100324464618085
145,0.0841032207598605
146,0.06261878491754523
147,0.07021548020103446
148,0.024526479765052157
149,0.07490049376951206
150,0.02185970865298532
151,0.043714235655333736
152,0.07733391528406355
153,0.07642767060264972
154,0.06092855999515854
155,0.02915965058699861
156,0.07557191208096066
157,0.06711019919452747
158,0.09207539075898227
159,0.07052738628430431
160,0.0890595057261007
161,0.06559407367357516
162,0.05350060437548369
163,0.08078775663077245
164,0.038970145133421036
165,0.05123215876482071
166,0.0809386226593131
167,0.0699694387342248
168,0.061651761767705135
169,0.04288000991427741
170,0.045120311322802156
171,0.04488477981374362
172,0.03053244613451958
173,0.03926602955914565
174,0.05380126468112142
175,0.048421097289912785
176,0.046623324843741966
177,0.07330813075749411
178,0.026241702494007473
179,0.05580392804458975
180,0.07436908758106972
181,0.08975631031364668
182,0.07341123983236479
183,0.030674405968540937
184,0.059159143575440054
185,0.07759486421137322
186,0.05434735283780465
187,0.04165248184349715
188,0.025167146526400504
189,0.040942468542250976
190,0.057731394987648184
191,0.059925813623433376
192,0.04672847378733363
193,0.057011815335899996
194,0.05903796714956695
195,0.10323042459670545
196,0.046225585333858794
197,0.030507826820456444
198,0.06301619870357122
199,0.045183919113539014
200,0.05259642355378298
201,0.04903081486382784
202,0.05420611429065936
203,0.0340586439679272
204,0.029191396494523902
205,0.05514055611587245
206,0.03835538587554583
207,0.0811539216879862
208,0.05767442491623494
209,0.05837382237640851
210,0.033444879817195905
211,0.0751165812137032
212,0.04189474732420195
213,0.07639012815996742
214,0.04975611579052882
215,0.07129135267434263
216,0.04196909713940358
217,0.06591381685277095
218,0.05395057365966053
219,0.05531157521230739
220,0.02985599288657785
221,0.06534648259627837
222,0.05123759001405169
223,0.055316328658335884
224,0.037999510531853666
225,0.036128123225302296
226,0.036172146753810544
227,0.0896549885100308
228,0.044842184095300115
229,0.06211180005980856
230,0.028022721788050785
231,0.034751490445441395
232,0.06699194292224613
233,0.07057682699040406
234,0.052024022930290584
235,0.08327511687412333
236,0.06890888341374603
237,0.0384751252063789
238,0.013354277200465009
239,0.05036164238030919
240,0.06252851673294012
241,0.0826724185109112
242,0.007099623319217105
243,0.05619626692835936
244,0.04784119400261972
245,0.05259477676824311
246,0.060103162708579475
247,0.04215330476480945
248,0.04362566200757053
249,0.058624200676438254
250,0.07451106581202956
251,0.08206348272038862
252,0.06283314304948935
253,0.08528584795846515
254,0.040499561087391035
255,0.04695915081137691
256,0.03305439158473003
257,0.08943261623325086
258,0.01113694837813411
259,0.10625510763395846
260,0.03587658718688284
261,0.02986955765889927
262,0.025813025792187336
263,0.08356850583295607
264,0.05531172775118859
265,0.015809082070983655
266,0.05816596620706684
267,0.05256952751762056
268,0.034126437264086595
269,0.05098388798118948
270,0.027181367492730146
271,0.06273680531684918
272,0.009848550430940513
273,0.045876933181975
274,0.0409231157123588
275,0.003745594535095478
276,0.028756616391994103
277,0.04963414771958104
278,0.031040071655557142
279,0.004439346787909513
280,0.029267069966588077
281,0.036595388515477646
282,0.03546781193589147
283,0.034621019932226264
284,0.03953941331764232
285,0.05637228076484113
286,0.02297554504441804
287,0.04837050524686596
288,0.026499896897844908
289,0.026832142209881733
290,0.02324581879752816
291,0.06946346836097225
292,0.03459786164652487
293,0.014855486725660533
294,0.022901270893114938
295,0.03942477449483675
296,0.02125414694177619
297,0.04756845696284294
298,0.031819337724216815
299,0.07079594352805327
300,0.062304204415342165
301,0.014474825111360378
302,0.018361830744200364
303,0.03148685284828102
304,0.02436319257326928
305,0.07578938402455491
306,0.027272160480291244
307,0.07218523986091739
308,0.059587284978244795
309,0.003591064516860977
310,0.031072348882822485
311,0.036540165980238015
312,0.04690790334134158
313,0.01668453863910279
314,0.01235722344137745
315,0.05176459500882334
316,0.030604195003202255
317,0.020948307984374248
318,0.023992255154052233
319,0.07115867349040068
320,0.05020687516267268
321,0.023865065582044025
322,0.026836702401546942
323,0.04486794990197505
324,0.06077632446158462
325,0.06966950046518192
326,0.03942252712710048
327,0.030358235486392753
328,0.027893618415372017
329,0.01174025845397851
330,0.04997865392811112
331,0.02791465568974136
332,0.014366949902917436
333,0.05310569251546246
334,0.015442781084037255
335,0.04333847985293109
336,0.01690738629508771
337,0.06638649130431654
338,0.018552576203356437
339,0.04931420892152499
340,0.008669562019953834
341,0.041646740383815314
342,0.059818837500494416
343,0.03220344360301721
344,0.020504266263081317
345,0.0639648110159903
346,0.04564973519783656
347,0.04727876111738467
348,0.037580297584440994
349,0.01274515230786625
350,0.041111291943856085
351,0.059204758583330415
352,0.02587336832813581
